id,name,name_bn,name_en,category,subtype,latitude,longitude,district,address,phone,website,opening_hours,wheelchair,source,source_url
osm:node:11435392254,Aden Boys PG,,,accommodation,hostel,22.5374842,88.360886,,Ahiripukur Road,,,Mo-Su 09:00-20:00,,OpenStreetMap,https://www.openstreetmap.org/node/11435392254
osm:way:1109202665,Adoroni Guest House,,,accommodation,guest_house,26.6469099,91.0391836,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1109202665
osm:node:4769829921,Afjal Sir,,Afjal Sir,accommodation,motel,24.8797516,90.1879899,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4769829921
osm:node:6152272510,Agnibina Hall,,Agnibina Hall,accommodation,hostel,24.5813578,90.3758463,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6152272510
osm:way:454064480,Ahar Hotel and Restaurent,,,accommodation,hotel,25.7469112,89.2545831,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/454064480
osm:node:5124080924,Ahmedpur New Adorso Hotel And Resturent,,,accommodation,hotel,24.3447395,89.0705405,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/5124080924
osm:way:533541572,Ahsan Monjil,,,accommodation,hotel,22.4722401,89.6124569,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/533541572
osm:way:96797023,Ahsan Ullah Hall,,,accommodation,hostel,23.7247634,90.3930916,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/96797023
osm:node:1121485745,Ahsanullah Hall,,,accommodation,hostel,23.7249764,90.3927032,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/1121485745
osm:node:5136807023,Airbnb (Ground Floor 8/10C Cornfield Road),,,accommodation,hotel,22.5220417,88.368601,,Cornfiled Road,,,,,OpenStreetMap,https://www.openstreetmap.org/node/5136807023
osm:node:11734744533,"Airport Ansar Camp, Nizam Market Rd, Chattogram",,"Airport Ansar Camp, Nizam Market Rd, Chattogram",accommodation,camp_site,22.2419128,91.8130759,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11734744533
osm:way:539353258,Ajgor Resthouse,,,accommodation,hostel,24.7587932,90.4027196,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/539353258
osm:node:11721790266,"Ajmeri Hotel, Restaurant, Ferry Ghat Rd, Naodoba",,,accommodation,hotel,23.4073053,90.2804553,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11721790266
osm:way:335535204,Akash Guest House & Tourist Dormitory,,,accommodation,guest_house,22.0603162,88.0759046,,Balughata-City Center Road,,,,,OpenStreetMap,https://www.openstreetmap.org/way/335535204
osm:node:11715989850,"Akash Residential Lodge, Dhaka - Barisal Highway, Mawa",,,accommodation,hotel,23.4743268,90.2588224,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11715989850
osm:node:13516553677,Akashi Ganga Restautant,,,accommodation,hotel,26.1751372,91.7574753,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13516553677
osm:node:2510510243,Akboria Abasik,,,accommodation,hotel,24.8501673,89.3724158,,,,https://akboria.com/,,,OpenStreetMap,https://www.openstreetmap.org/node/2510510243
osm:way:530738695,Al Amana Hostel,,,accommodation,hostel,24.0087364,89.2593847,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/530738695
osm:node:8320300900,Al Baraka Hotel & Restaurant,,,accommodation,hotel,23.8067613,90.3682763,,,,,,limited,OpenStreetMap,https://www.openstreetmap.org/node/8320300900
osm:node:6160619186,Al Faruq Adorsho Dakhil Madrasha,,Al Faruq Adorsho Dakhil Madrasha,accommodation,camp_site,21.8571341,91.8771687,,Lamshikhali Union,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6160619186
osm:node:10314267788,Al Haj Master Bashir Ahmed,,,accommodation,hotel,21.7662474,92.0762845,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/10314267788
osm:way:1132386045,Al Haj Master Bashir Ahmed,,,accommodation,hotel,21.766171,92.0762395,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1132386045
osm:way:531162404,Al Huda Mohila Hostel আল হুদা মহিলা হোস্টেল,,,accommodation,hostel,22.5160434,91.8022397,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/531162404
osm:way:517568203,Al Madina Hotel & Restaurant,,,accommodation,hostel,22.4559911,91.8169237,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/517568203
osm:node:11726414140,"Al Makkah Hotel & Biriyani House, Sadarghat Rd, Chattogram",,,accommodation,hotel,22.3285267,91.8309092,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11726414140
osm:node:6158278128,Al khalek Hostel,,,accommodation,hostel,24.001955,91.112182,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6158278128
osm:way:533093579,Al-Amin Hotel & Restaurant,,,accommodation,hotel,24.1907586,91.3511807,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/533093579
osm:way:540659325,Al-Amin Mess,,,accommodation,hostel,25.7164466,89.2645826,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/540659325
osm:node:2577008305,Al-madina Hotel;Hotel Tazz,,,accommodation,hotel,22.3686419,91.844488,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/2577008305
osm:way:536544460,Al-modina mobile galary,,,accommodation,hotel,23.6615781,90.4562173,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/536544460
osm:node:13016779672,Alam Homoeo Clinic,,,accommodation,hotel,26.129058,91.7801466,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13016779672
osm:way:169143566,Albatross Resort,,,accommodation,hotel,21.4271983,91.9783423,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/169143566
osm:node:6152945698,Alhajj Murshid Uddin Hall,,,accommodation,hostel,24.2009399,90.917117,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6152945698
osm:node:11715719019,"Ali Akbar Hotel, D. T. Road, West Madarbari, Railgate, Chattogram",,,accommodation,hotel,22.3320315,91.822017,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11715719019
osm:way:531382043,Alin Park,,Alin Park,accommodation,hotel,21.4418092,91.9683256,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/531382043
osm:way:178011882,Alipore Guest House,,,accommodation,guest_house,22.518489,88.3294348,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/178011882
osm:node:3720252200,Aliya Madrasah Hostel,,,accommodation,hostel,24.8996882,91.8677411,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/3720252200
osm:node:11612713181,"All Biryani House at Al Baik Hotel, Chittagong-Anwara-Banshkhali Rd, Anwara, Chattogram",,,accommodation,hotel,22.2340102,91.8723499,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11612713181
osm:node:10963123276,Allah r dan hotel,,,accommodation,hotel,22.8576787,91.5454242,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/10963123276
osm:way:452515599,Allahar Dan Boy's Hostel,,,accommodation,hostel,25.7595402,89.2525019,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/452515599
osm:node:4072754546,Allahar Dan Hotel,,,accommodation,hotel,23.7600845,90.4108379,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4072754546
osm:node:11130218248,"Allahar Dan Hotel, Dhaka - Chittagong Hwy, Bhatiari, Chattogram",,,accommodation,hotel,22.4352027,91.739624,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11130218248
osm:node:11786126447,"Allar Daan Hotel, word no 2, Dukan No 31,taxtile gate circle, Bayazid Bostami Rd, Chattogram",,,accommodation,hotel,22.3786083,91.8114824,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11786126447
osm:node:6125952789,Aloha guesthouse,,,accommodation,guest_house,22.5123285,88.3492218,,Kabir Road,+916291307360,,,,OpenStreetMap,https://www.openstreetmap.org/node/6125952789
osm:node:5168430800,Alom Hotel,,,accommodation,hotel,22.1605365,90.1203759,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/5168430800
osm:way:1054946387,Aman Group Rajshahi Office,,,accommodation,camp_site,24.367608,88.6067108,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1054946387
osm:node:12104117199,"Aman Group, Warehouse",,,accommodation,camp_site,23.8946094,90.3994451,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12104117199
osm:way:366172605,Amari Dhaka,আমারী ঢাকা,,accommodation,hotel,23.790285,90.4126595,,Road 41,,https://www.amari.com/dhaka/,,,OpenStreetMap,https://www.openstreetmap.org/way/366172605
osm:way:511909021,Ambassador Regency,,,accommodation,hotel,22.3593457,91.8232976,,OR Nizam Road,,https://www.ambassadorresidency.com,,,OpenStreetMap,https://www.openstreetmap.org/way/511909021
osm:node:4561240961,Ambrosia Guesthouse,,,accommodation,guest_house,23.7398096,90.3807856,,Dhanmondi,+88 02-9665760,,,,OpenStreetMap,https://www.openstreetmap.org/node/4561240961
osm:node:11254480646,"Amins Group, Port Connecting Rd, Chattogram",,,accommodation,camp_site,22.3204239,91.7960614,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11254480646
osm:way:529654598,Amir Sadat Incorporated আমির সাদাত ইনকর্পোরেটেড,,,accommodation,hostel,24.8199972,89.3715293,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/529654598
osm:node:5253615421,Amir's Hotel,,Amir's Hotel,accommodation,hotel,23.8581396,90.4067136,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/5253615421
osm:node:6172757385,Amjakhali Govt Primary school,,Amjakhali Govt Primary school,accommodation,camp_site,21.8053455,91.8687063,,Baroghop Union,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6172757385
osm:way:1261491361,Ampati Circuit House,,,accommodation,guest_house,25.4603984,89.9233632,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1261491361
osm:node:7003669986,Amshlai Homestay,,,accommodation,guest_house,25.2331828,92.0280344,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/7003669986
osm:way:962317080,Anandam,,,accommodation,hostel,22.0519847,88.0697559,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/962317080
osm:node:11147624372,"Ananya shadera Hottel Dhaka - Chittagong Hwy, Bhatiari, Chattogram",,,accommodation,hotel,22.4278689,91.7429962,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11147624372
osm:node:4761651221,Anik's House (অনিকের বাসা),,Anik's House (অনিকের বাসা),accommodation,guest_house,24.1049415,90.7297248,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4761651221
osm:node:6877355024,Animals Hospital,পশু হাসপাতাল,,accommodation,hostel,24.7169202,90.9564446,,মদন মেইন রোড,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6877355024
osm:way:1198393003,Aniruddha House,,,accommodation,hostel,26.0897844,90.7368011,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1198393003
osm:node:13016771349,Anjalee's Lodge,,,accommodation,motel,26.1422581,91.7866002,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13016771349
osm:node:12330516643,"Anju Neer, Resort hotel",,,accommodation,hotel,24.0149318,90.2463307,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12330516643
osm:node:13511655680,Ankit foods,,,accommodation,hotel,26.1772851,91.7351986,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13511655680
osm:relation:3816604,Annexe (Tagore Hostel),,,accommodation,hostel,22.4466739,88.3023204,,,,,,,OpenStreetMap,https://www.openstreetmap.org/relation/3816604
osm:way:794819217,Apon Bari Restora & Mejbani,,,accommodation,hotel,22.3442304,91.8016102,,ঢাকা ট্রাঙ্ক রোড,,,,,OpenStreetMap,https://www.openstreetmap.org/way/794819217
osm:node:7424224201,Apon Thikana Shelter Home,,Apon Thikana Shelter Home,accommodation,guest_house,23.8431426,90.4229711,,Hazi camp road,,,24/7,,OpenStreetMap,https://www.openstreetmap.org/node/7424224201
osm:node:7136609585,Aponjon Lodge,,,accommodation,guest_house,23.0747585,88.2729783,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/7136609585
osm:node:12615611727,"Appayn Abasik Hotel, Hotel",,,accommodation,hotel,24.251914,89.9176917,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12615611727
osm:node:6068395608,Apscl Training Center Boys Hall,প্রশিক্ষণ কেন্দ্র বালক হল,Apscl Training Center Boys Hall,accommodation,hostel,24.0416208,91.0123415,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6068395608
osm:node:11301589363,"Arafat hotel, 2 no mailer Martha, Chattogram",,,accommodation,hotel,22.2978163,91.7839287,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11301589363
osm:way:1350890802,Arati Hotel and Restaurant,,,accommodation,hotel,26.6077475,88.7873726,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1350890802
osm:way:1054183265,Arcane,আরকেন,Arcane,accommodation,hotel,21.4200291,91.9826943,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1054183265
osm:node:3580525330,Arena Hotel,,,accommodation,hotel,22.7006491,90.3698196,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/3580525330
osm:node:11246170681,Aristo Inn,,,accommodation,hotel,21.7591895,92.0762927,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11246170681
osm:way:529315637,Aristocrat Pelican অভিজাত পেলিক্যান্,,,accommodation,hotel,21.412503,91.9869912,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/529315637
osm:node:2571121656,Arkan Hotel & Restaurant,,,accommodation,hotel,22.3662864,91.8426611,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/2571121656
osm:node:12486375677,"Army IBA Girls Hostel 2, Hostel",,,accommodation,hotel,23.9081326,90.2644954,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12486375677
osm:node:12917323370,"Army Medical College Bogura, Residential Hostel",,,accommodation,hostel,24.7453421,89.392139,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12917323370
osm:node:7221682385,Arnes Wooden Hut,,,accommodation,hotel,25.250841,91.672608,,,+918014780255,,,,OpenStreetMap,https://www.openstreetmap.org/node/7221682385
osm:node:2234881727,Arya International,,,accommodation,hotel,22.536831,88.3523981,,Ray Street,,,,,OpenStreetMap,https://www.openstreetmap.org/node/2234881727
osm:node:5134511017,Asha Lodge আশালজ,,,accommodation,hostel,24.5941382,88.2807769,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/5134511017
osm:node:6943969290,Ashesh Neupane's House,,Ashesh Neupane's House,accommodation,guest_house,26.5758197,88.0570531,,kendramode kalwalguri road,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6943969290
osm:node:13016745465,Ashik Hotel,,,accommodation,hotel,26.1290637,91.7796569,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13016745465
osm:node:13811852406,Ashirbad pg,,,accommodation,hostel,22.5563861,88.4873737,,,+91 7595877354,,,,OpenStreetMap,https://www.openstreetmap.org/node/13811852406
osm:way:1471618866,Ashiyana,,,accommodation,hotel,26.5615625,88.8360681,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1471618866
osm:node:664464565,Ashok,,,accommodation,hotel,22.6422014,88.4323903,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/664464565
osm:way:295656115,Asia Pacific Blossom Hotel,,,accommodation,hotel,23.8030287,90.4213619,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/295656115
osm:node:4866734122,Asif's house,,Asif's house,accommodation,guest_house,23.7117058,90.3686251,,Architect goli,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4866734122
osm:node:2805968738,Assam House,,,accommodation,guest_house,25.5667473,91.8922709,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/2805968738
osm:node:4818053922,Astoria Hotel,,Astoria Hotel,accommodation,hotel,22.558046,88.3544446,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4818053922
osm:node:4819569521,Astoria Hotel,,Astoria Hotel,accommodation,hotel,22.5580871,88.3542597,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4819569521
osm:node:4865710921,Astoria Hotel,,Astoria Hotel,accommodation,hotel,22.5581007,88.354271,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4865710921
osm:node:9782699380,Atithi Niwas,,,accommodation,hotel,26.2572342,88.1847315,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/9782699380
osm:node:6996319986,Augustine Homestay & Camping,,,accommodation,camp_site,25.2072717,92.0070869,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6996319986
osm:node:4885176223,Aura Hotel,,Aura Hotel,accommodation,hotel,22.5621413,88.3550959,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4885176223
osm:node:5336091423,Avinandan Cotage,,,accommodation,hotel,22.1325769,88.8243458,,,9733591798,,,,OpenStreetMap,https://www.openstreetmap.org/node/5336091423
osm:node:11235446818,"Ayesha Hotel, Sagorika Complex, C.D.A Market, Pahartali, Chattogram",,,accommodation,hotel,22.3577105,91.7869169,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11235446818
osm:node:13511702311,BABA LOKNATH HOTEL,,,accommodation,hotel,26.1728861,91.7548054,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13511702311
osm:node:4164445989,BADHAN 's HOME,,,accommodation,guest_house,23.7597863,89.9209201,,,,,24/7,,OpenStreetMap,https://www.openstreetmap.org/node/4164445989
osm:node:4164442490,BADHAN's HOME,,,accommodation,guest_house,23.7597784,89.9209695,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4164442490
osm:node:13016790558,BARBEE'S FOOD CORNER,,,accommodation,hotel,26.1727364,91.7846733,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13016790558
osm:node:2820315245,BAU Guest House,,,accommodation,guest_house,24.7333371,90.4322447,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/2820315245
osm:way:1245869650,BCKV Research Scholar's Hostel,,,accommodation,hostel,22.9908376,88.4507024,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1245869650
osm:node:10864035907,BEEU Guest House,,,accommodation,guest_house,22.6051895,88.3843701,,Belgachia Road,,http://beeugroup.com,Mo-Su 10:00-23:00,,OpenStreetMap,https://www.openstreetmap.org/node/10864035907
osm:node:3103415139,BGB Camp,,BGB Camp,accommodation,camp_site,26.0378475,89.3120079,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/3103415139
osm:way:539384632,BGB Rest House বিজিবি বিশ্রাম হাউস,,,accommodation,guest_house,24.7812335,90.3600887,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/539384632
osm:node:4152543292,BGB camp,,,accommodation,camp_site,25.8008519,89.6381226,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4152543292
osm:way:591182818,BGB camp,,,accommodation,camp_site,25.6638151,89.8520702,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/591182818
osm:node:12976374640,BIBHASHREE GUEST HOUSE,,,accommodation,guest_house,26.1708304,91.7709808,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12976374640
osm:node:13016775090,BINA SWEETS HOTEL,,,accommodation,hotel,26.1326307,91.7222139,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13016775090
osm:node:13016989449,BISWAS HOTEL,,,accommodation,hotel,26.1740025,91.7849844,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13016989449
osm:node:13016989457,BLUE HEAVEN,,,accommodation,hotel,26.1732318,91.7850425,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13016989457
osm:way:539367496,BP Government High School Hostel,,,accommodation,hostel,26.3258748,88.5508414,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/539367496
