date,month,weekend,rain_mm,target
2022-07-30,7,1,1.9,61.58329709039319
2022-07-31,7,0,1.4,63.77819475977063
2022-08-01,8,0,1.1,47.32013259639916
2022-08-02,8,0,15.7,17.704502137639423
2022-08-03,8,0,14.3,31.891999675702472
2022-08-04,8,0,7.6,26.79436874006252
2022-08-05,8,1,4.7,62.256256876538686
2022-08-06,8,1,3.5,46.82331324602558
2022-08-07,8,0,3.7,27.06998496724419
2022-08-08,8,0,7.6,37.01516806241114
2022-08-09,8,0,15.2,36.81902202238223
2022-08-10,8,0,28.3,21.883799138777118
2022-08-11,8,0,25.2,27.527056010816963
2022-08-12,8,1,13.0,54.96436702887461
2022-08-13,8,1,17.0,49.95246489129099
2022-08-14,8,0,39.8,3.6267605316740683
2022-08-15,8,0,0.8,46.67701627845117
2022-08-16,8,0,3.6,46.343913095439774
2022-08-17,8,0,3.9,36.31195877803203
2022-08-18,8,0,23.2,20.387665623992078
2022-08-19,8,1,23.2,57.762652305500126
2022-08-20,8,1,6.1,56.93620398165399
2022-08-21,8,0,0.8,40.04117283329372
2022-08-22,8,0,6.7,38.99803316977606
2022-08-23,8,0,23.2,20.559743696412617
2022-08-24,8,0,2.0,31.01693709531214
2022-08-25,8,0,0.6,42.9216901797117
2022-08-26,8,1,1.5,60.4512049097991
2022-08-27,8,1,4.9,74.66024780827047
2022-08-28,8,0,0.7,46.536036952631385
2022-08-29,8,0,0.0,34.64065942201299
2022-08-30,8,0,1.0,45.76154197271338
2022-08-31,8,0,0.9,42.05079251257882
2022-09-01,9,0,0.7,51.22483671750961
2022-09-02,9,1,5.9,52.559912084538645
2022-09-03,9,1,1.4,62.57808533523572
2022-09-04,9,0,23.2,20.54815715816757
2022-09-05,9,0,30.6,16.04631480752469
2022-09-06,9,0,1.0,31.23320945896446
2022-09-07,9,0,2.3,43.343205011218586
2022-09-08,9,0,14.0,32.56167848264547
2022-09-09,9,1,9.6,65.88701255229616
2022-09-10,9,1,18.3,47.269767332118974
2022-09-11,9,0,40.7,3.7334444257667823
2022-09-12,9,0,42.1,13.423649401496334
2022-09-13,9,0,27.3,11.012160565602839
2022-09-14,9,0,14.0,38.56486081575562
2022-09-15,9,0,5.8,45.105577976723325
2022-09-16,9,1,3.5,70.51551011020968
2022-09-17,9,1,3.9,62.269606862115445
2022-09-18,9,0,9.0,28.4215325566201
2022-09-19,9,0,4.4,37.46268953674826
2022-09-20,9,0,4.7,39.66062005571286
2022-09-21,9,0,2.2,33.198725193309116
2022-09-22,9,0,0.3,51.758046600326935
2022-09-23,9,1,1.4,66.10075750811689
2022-09-24,9,1,2.7,51.80999340210196
2022-09-25,9,0,8.7,49.98586308819199
2022-09-26,9,0,5.4,36.55650347653159
2022-09-27,9,0,11.1,21.27307261435012
2022-09-28,9,0,1.2,31.567712895274532
2022-09-29,9,0,1.6,52.1100523744881
2022-09-30,9,1,1.8,76.9848642459514
2022-10-01,10,1,21.4,53.96536548132826
2022-10-02,10,0,12.7,41.71377783728422
2022-10-03,10,0,21.6,33.6695391291875
2022-10-04,10,0,2.8,42.77224537487659
2022-10-05,10,0,2.8,40.72137609029833
2022-10-06,10,0,0.0,44.85876875028947
2022-10-07,10,1,0.0,68.62413898828964
2022-10-08,10,1,1.2,54.365617941262414
2022-10-09,10,0,2.9,44.26762856380899
2022-10-10,10,0,3.4,50.40755162567316
2022-10-11,10,0,3.4,35.42264814503872
2022-10-12,10,0,1.1,36.300769932103826
2022-10-13,10,0,0.9,43.568916783148
2022-10-14,10,1,0.7,55.59308204632677
2022-10-15,10,1,0.6,49.66863245035245
2022-10-16,10,0,1.6,49.0494713609466
2022-10-17,10,0,19.6,20.261438659789103
2022-10-18,10,0,3.2,37.60603720848188
2022-10-19,10,0,6.8,29.06887463092741
2022-10-20,10,0,0.0,51.49079333421699
2022-10-21,10,1,0.2,69.51858542455614
2022-10-22,10,1,0.0,59.8333441296167
2022-10-23,10,0,13.6,18.50092371713523
2022-10-24,10,0,37.0,7.277631756276196
2022-10-25,10,0,5.2,40.97137429954743
2022-10-26,10,0,0.0,41.69772133671789
2022-10-27,10,0,0.0,40.98188240006788
2022-10-28,10,1,0.0,63.905288835228305
2022-10-29,10,1,0.0,68.82916608348344
2022-10-30,10,0,0.0,39.6232671634146
2022-10-31,10,0,0.0,44.05012105413552
2022-11-01,11,0,0.1,49.037727130294115
2022-11-02,11,0,0.0,80.98465699277793
2022-11-03,11,0,0.0,55.44526612615371
2022-11-04,11,1,0.0,81.8323370709558
2022-11-05,11,1,0.0,85.0981897230759
2022-11-06,11,0,0.0,54.30288538839513
2022-11-07,11,0,0.0,58.07042314824517
2022-11-08,11,0,0.0,57.961077471910976
2022-11-09,11,0,0.0,49.773657166839605
2022-11-10,11,0,0.0,61.94730482985675
2022-11-11,11,1,0.0,65.15700345567143
2022-11-12,11,1,0.0,95.77437598174953
2022-11-13,11,0,0.0,65.13673796480553
2022-11-14,11,0,0.0,63.75210121888039
2022-11-15,11,0,0.0,42.370220988100826
2022-11-16,11,0,0.0,50.86724194036282
2022-11-17,11,0,0.0,70.50410608724549
2022-11-18,11,1,0.0,100.0
2022-11-19,11,1,0.0,90.75223218551328
2022-11-20,11,0,0.0,67.33249069225856
2022-11-21,11,0,0.0,62.724768053027695
2022-11-22,11,0,0.0,50.37252523860847
2022-11-23,11,0,0.0,66.95656674880297
2022-11-24,11,0,0.0,48.08913396612764
2022-11-25,11,1,0.0,69.10473351374132
2022-11-26,11,1,0.0,68.53823607105359
2022-11-27,11,0,0.0,66.78150381851434
2022-11-28,11,0,0.9,56.763273505652485
2022-11-29,11,0,0.4,58.58772289913942
2022-11-30,11,0,0.0,57.86136456654384
2022-12-01,12,0,0.0,47.86855112921597
2022-12-02,12,1,0.0,73.96342184584336
2022-12-03,12,1,0.0,74.41616414371893
2022-12-04,12,0,0.0,45.352556974971755
2022-12-05,12,0,0.0,53.46210914229684
2022-12-06,12,0,0.0,48.26824189243385
2022-12-07,12,0,0.0,63.19908065980293
2022-12-08,12,0,0.0,63.94873957570142
2022-12-09,12,1,0.0,68.35724789624099
2022-12-10,12,1,0.0,77.330314121768
2022-12-11,12,0,0.0,74.70453893185034
2022-12-12,12,0,0.0,49.17313392089536
2022-12-13,12,0,0.0,61.839740360155595
2022-12-14,12,0,0.0,58.94969740602596
2022-12-15,12,0,0.0,67.83598802056817
2022-12-16,12,1,0.0,82.65920157221666
2022-12-17,12,1,0.0,76.11834069868625
2022-12-18,12,0,0.0,58.60087709325597
2022-12-19,12,0,0.0,58.73232949558362
2022-12-20,12,0,0.0,57.17474335945459
2022-12-21,12,0,0.0,46.127996902083844
2022-12-22,12,0,0.0,69.18779746838104
2022-12-23,12,1,0.0,89.59790229077892
2022-12-24,12,1,0.0,70.60229875817129
2022-12-25,12,0,0.0,55.29346931034622
2022-12-26,12,0,0.0,55.97422897581205
2022-12-27,12,0,0.0,47.59133079550376
2022-12-28,12,0,1.4,40.078833590139595
2022-12-29,12,0,1.1,51.084666132788975
2022-12-30,12,1,0.0,76.79237893773927
2022-12-31,12,1,0.0,67.02889999972383
2023-01-01,1,0,0.0,59.59279987676931
2023-01-02,1,0,0.0,68.46570672984706
2023-01-03,1,0,0.0,65.5790453154874
2023-01-04,1,0,0.0,56.859829121571536
2023-01-05,1,0,0.0,41.43629473130923
2023-01-06,1,1,0.0,86.44132106593143
2023-01-07,1,1,0.0,81.31752952158102
2023-01-08,1,0,0.0,61.819159982962184
2023-01-09,1,0,0.0,75.42492520272262
2023-01-10,1,0,0.0,50.57669533422412
2023-01-11,1,0,0.0,32.126656601901615
2023-01-12,1,0,0.0,48.518908799712186
2023-01-13,1,1,0.0,84.37440561441039
2023-01-14,1,1,0.0,80.24233311573236
2023-01-15,1,0,0.0,47.059274833611866
2023-01-16,1,0,0.0,45.22254355141213
2023-01-17,1,0,0.0,54.80851885764344
2023-01-18,1,0,0.0,46.78514797106375
2023-01-19,1,0,0.0,62.68570076429073
2023-01-20,1,1,0.0,76.29715800236357
2023-01-21,1,1,0.0,74.3559390410146
2023-01-22,1,0,0.0,51.17551237369294
2023-01-23,1,0,0.0,60.36810453922535
2023-01-24,1,0,0.0,58.38348301384032
2023-01-25,1,0,0.0,59.81761542876335
2023-01-26,1,0,0.0,59.621164994252304
2023-01-27,1,1,0.0,79.35024017062965
2023-01-28,1,1,0.0,70.70182474887719
2023-01-29,1,0,0.0,51.42657885941864
2023-01-30,1,0,0.0,54.44792585374957
2023-01-31,1,0,0.0,76.5867571427949
2023-02-01,2,0,0.0,45.8604731162487
2023-02-02,2,0,0.0,54.22921147014799
2023-02-03,2,1,0.0,80.8844035409944
2023-02-04,2,1,0.0,77.27000522054757
2023-02-05,2,0,0.0,67.66572587293965
2023-02-06,2,0,0.0,55.223518625474206
2023-02-07,2,0,0.0,55.889127407644516
2023-02-08,2,0,0.0,65.33165662254686
2023-02-09,2,0,0.0,74.29640496626538
2023-02-10,2,1,0.0,92.66748536553496
2023-02-11,2,1,0.0,78.77011504301771
2023-02-12,2,0,0.0,57.55437209440837
2023-02-13,2,0,0.0,58.42047320305784
2023-02-14,2,0,0.0,59.32299467616327
2023-02-15,2,0,0.0,50.37386697086966
2023-02-16,2,0,0.0,66.42934418969895
2023-02-17,2,1,0.0,81.85948214950508
2023-02-18,2,1,0.0,79.59629430066218
2023-02-19,2,0,0.0,46.55969161096834
2023-02-20,2,0,0.0,58.56057587641551
2023-02-21,2,0,0.0,40.96108927101275
2023-02-22,2,0,0.0,52.76515590370991
2023-02-23,2,0,0.0,52.93212064168721
2023-02-24,2,1,0.0,82.58295673778856
2023-02-25,2,1,0.0,96.91865022450766
2023-02-26,2,0,0.0,63.14716719098894
2023-02-27,2,0,0.0,71.03561865372052
2023-02-28,2,0,0.0,63.806909557932194
2023-03-01,3,0,0.0,50.12548140718854
2023-03-02,3,0,0.0,56.71414617648796
2023-03-03,3,1,0.0,55.4134685092797
2023-03-04,3,1,0.0,54.82606009281647
2023-03-05,3,0,0.0,46.01929810429589
2023-03-06,3,0,0.0,39.96689391343979
2023-03-07,3,0,0.0,41.98318449526265
2023-03-08,3,0,0.0,37.76199797103376
2023-03-09,3,0,0.0,34.63367154677754
2023-03-10,3,1,0.0,76.58688201897523
2023-03-11,3,1,0.0,52.101249975620775
2023-03-12,3,0,0.0,46.1775303331739
2023-03-13,3,0,0.0,44.71805457157405
2023-03-14,3,0,0.0,25.788880321867804
2023-03-15,3,0,0.0,32.52297703005765
2023-03-16,3,0,0.0,34.03578495145119
2023-03-17,3,1,0.0,67.08125701984932
2023-03-18,3,1,0.0,58.69668404662504
2023-03-19,3,0,2.7,37.069691740502755
2023-03-20,3,0,2.8,24.641173787137447
2023-03-21,3,0,1.4,59.81320545043783
2023-03-22,3,0,0.9,39.920760568655474
2023-03-23,3,0,0.0,44.4910080756725
2023-03-24,3,1,0.0,57.134370602912995
2023-03-25,3,1,0.0,56.12635405638934
2023-03-26,3,0,0.0,57.21416189458178
2023-03-27,3,0,0.0,22.749505536940337
2023-03-28,3,0,4.2,39.14782361587699
2023-03-29,3,0,3.1,26.616464980028958
2023-03-30,3,0,0.0,36.354989610426955
2023-03-31,3,1,1.4,55.13714979093381
2023-04-01,4,1,8.7,46.16620084922677
2023-04-02,4,0,1.3,39.27897556735695
2023-04-03,4,0,3.0,14.487737674245409
2023-04-04,4,0,0.4,36.84060366273172
2023-04-05,4,0,1.5,37.98739022185022
2023-04-06,4,0,0.0,27.766511082345886
2023-04-07,4,1,0.0,75.61896849304445
2023-04-08,4,1,0.0,56.649874626824165
2023-04-09,4,0,0.0,37.86264181781647
2023-04-10,4,0,0.0,34.670027524767676
2023-04-11,4,0,0.0,39.265904916124725
2023-04-12,4,0,0.0,51.77329684155444
2023-04-13,4,0,0.0,62.25714223531127
2023-04-14,4,1,0.0,68.71075283330593
2023-04-15,4,1,0.0,71.79194390274594
2023-04-16,4,0,0.0,55.44784733329374
2023-04-17,4,0,0.0,42.239839690898116
2023-04-18,4,0,0.0,54.13225786250683
2023-04-19,4,0,0.0,47.13161019151363
2023-04-20,4,0,0.8,40.65588623380415
2023-04-21,4,1,8.7,58.19306931006321
2023-04-22,4,1,0.3,45.367247329689576
2023-04-23,4,0,15.8,29.989073344015345
2023-04-24,4,0,0.0,26.106272315983333
2023-04-25,4,0,0.0,25.372577635500033
2023-04-26,4,0,0.0,41.735908201227026
2023-04-27,4,0,0.0,29.973292643199514
2023-04-28,4,1,0.0,61.9359762382696
2023-04-29,4,1,0.0,63.24591067414878
2023-04-30,4,0,0.0,41.64744640735422
2023-05-01,5,0,0.0,31.862907336621085
2023-05-02,5,0,0.0,48.08814144233079
2023-05-03,5,0,0.1,39.11688287180529
2023-05-04,5,0,0.6,43.48968112154046
2023-05-05,5,1,0.0,51.23204347447703
2023-05-06,5,1,1.5,59.19505198883611
2023-05-07,5,0,0.0,49.87565034943108
2023-05-08,5,0,0.0,48.73159868627831
2023-05-09,5,0,0.0,32.824365853680455
2023-05-10,5,0,0.0,35.08997628482639
2023-05-11,5,0,0.0,31.101819429425632
2023-05-12,5,1,12.0,46.492283735652066
2023-05-13,5,1,43.8,14.36839213364124
2023-05-14,5,0,154.6,0.0
2023-05-15,5,0,0.1,45.618245583645596
2023-05-16,5,0,7.5,26.93452422579029
2023-05-17,5,0,0.4,38.864543456049404
2023-05-18,5,0,7.7,31.855514331317792
2023-05-19,5,1,0.1,71.41606858438398
2023-05-20,5,1,1.0,55.69567346876021
2023-05-21,5,0,0.0,34.82305503114234
2023-05-22,5,0,0.2,32.22580984536875
2023-05-23,5,0,1.2,28.80241431929361
2023-05-24,5,0,2.0,43.162664923022724
2023-05-25,5,0,7.4,32.864002833025694
2023-05-26,5,1,0.2,62.33328873840972
2023-05-27,5,1,0.5,73.07177040575857
2023-05-28,5,0,0.0,51.98872653335084
2023-05-29,5,0,0.0,25.18389122948677
2023-05-30,5,0,0.0,45.830512057860105
2023-05-31,5,0,2.5,40.0308223314007
2023-06-01,6,0,0.9,35.12568100768657
2023-06-02,6,1,0.0,64.94915318325148
2023-06-03,6,1,0.0,46.46255088301293
2023-06-04,6,0,0.3,52.923781084987596
2023-06-05,6,0,4.6,40.954496873647166
2023-06-06,6,0,4.7,28.45322029650607
2023-06-07,6,0,26.5,13.531308003624282
2023-06-08,6,0,40.5,0.0
2023-06-09,6,1,3.4,56.45438475147371
2023-06-10,6,1,63.2,7.0954122048347505
2023-06-11,6,0,22.3,10.234006515886168
2023-06-12,6,0,2.2,45.230320103388
2023-06-13,6,0,0.3,51.25117470725028
2023-06-14,6,0,10.8,31.1137555895997
2023-06-15,6,0,1.5,36.049178054382686
2023-06-16,6,1,3.7,62.954861419186145
2023-06-17,6,1,1.7,60.46324933754461
2023-06-18,6,0,1.0,29.460387053919327
2023-06-19,6,0,4.3,30.68589812071465
2023-06-20,6,0,4.0,34.13207593926772
2023-06-21,6,0,9.5,34.633679350290265
2023-06-22,6,0,15.6,27.604030460888215
2023-06-23,6,1,16.0,51.09332441988405
2023-06-24,6,1,37.0,18.676548150444702
2023-06-25,6,0,11.1,37.106959696764356
2023-06-26,6,0,51.0,0.0
2023-06-27,6,0,37.8,32.734381487351385
2023-06-28,6,0,7.9,30.191290668412282
2023-06-29,6,0,0.2,42.751126455984355
2023-06-30,6,1,2.4,85.54297245987652
2023-07-01,7,1,1.7,62.38682466552861
2023-07-02,7,0,0.8,38.751325146515846
2023-07-03,7,0,10.4,22.797702947244137
2023-07-04,7,0,1.0,52.95439730488087
2023-07-05,7,0,6.9,24.048085724410868
2023-07-06,7,0,19.5,28.244088251633094
2023-07-07,7,1,20.8,41.09800210822456
2023-07-08,7,1,2.5,58.2959736367978
2023-07-09,7,0,4.4,23.664609582509474
2023-07-10,7,0,10.0,44.088144995605056
2023-07-11,7,0,5.6,33.01982424673551
2023-07-12,7,0,6.9,23.544193069962695
2023-07-13,7,0,15.0,39.274215373360825
2023-07-14,7,1,27.0,35.86276868266427
2023-07-15,7,1,6.5,59.81146562557649
2023-07-16,7,0,5.2,43.4127474392093
2023-07-17,7,0,2.6,42.186308975168885
2023-07-18,7,0,1.3,19.190280045508683
2023-07-19,7,0,1.7,44.89821030880009
2023-07-20,7,0,3.4,36.37447613601385
2023-07-21,7,1,1.7,57.67874172877001
2023-07-22,7,1,1.5,59.818325459223
2023-07-23,7,0,3.7,22.549704854530262
2023-07-24,7,0,2.0,40.129538231956225
2023-07-25,7,0,0.8,27.08047763661621
2023-07-26,7,0,4.3,33.98744261399032
2023-07-27,7,0,4.8,37.566379883843894
2023-07-28,7,1,4.9,67.74633379188853
2023-07-29,7,1,3.0,52.223481561262574
2023-07-30,7,0,10.5,44.6642863466139
2023-07-31,7,0,17.8,34.28167928163633
2023-08-01,8,0,43.0,1.7353123175851763
2023-08-02,8,0,46.0,0.0
2023-08-03,8,0,36.0,0.0
2023-08-04,8,1,20.2,48.28578466379826
2023-08-05,8,1,25.2,35.20444265413268
2023-08-06,8,0,58.8,3.754211247535439
2023-08-07,8,0,102.9,0.0
2023-08-08,8,0,68.0,0.0
2023-08-09,8,0,13.9,30.982637161198824
2023-08-10,8,0,23.1,15.345578285565189
2023-08-11,8,1,7.8,55.83694994031923
2023-08-12,8,1,15.6,58.39390397052669
2023-08-13,8,0,35.7,12.495063985018515
2023-08-14,8,0,1.5,39.88868014632451
2023-08-15,8,0,4.8,38.00632038017576
2023-08-16,8,0,7.3,18.92210908743146
2023-08-17,8,0,11.1,34.64653974937441
2023-08-18,8,1,1.1,62.55938419053306
2023-08-19,8,1,0.7,69.47607594285078
2023-08-20,8,0,0.4,45.13229721023407
2023-08-21,8,0,0.7,37.62246231555037
2023-08-22,8,0,6.5,44.091536023596205
2023-08-23,8,0,17.9,23.046323721485514
2023-08-24,8,0,34.1,14.944413936699345
2023-08-25,8,1,51.7,17.839655125685788
2023-08-26,8,1,40.0,34.155820244308906
2023-08-27,8,0,56.2,0.0
2023-08-28,8,0,0.9,54.10796448047411
2023-08-29,8,0,2.1,56.47626463503075
2023-08-30,8,0,6.5,42.66544428767404
2023-08-31,8,0,1.6,52.591669844726255
2023-09-01,9,1,6.9,42.627069672268576
